trial_id,slot_id,image_id,frequency_hz,trial_prepared_wall_time
1,1,6,8.000,2026-03-13T09:16:23.629
1,2,1,10.000,2026-03-13T09:16:23.629
1,3,2,12.000,2026-03-13T09:16:23.629
1,5,5,20.000,2026-03-13T09:16:23.629
1,6,3,30.000,2026-03-13T09:16:23.629
1,7,4,40.000,2026-03-13T09:16:23.629
